Character,Dialogue,EpisodeNo,SEID,Season
ELAINE,Uh-huh...,1,S01E01,1
JERRY,"Where you had, uh, wooden teeth.",1,S01E01,1
ELAINE,"No! No! You had wooden teeth! You had wooden teeth! I didnt have wooden teeth, you did!",1,S01E01,1
JERRY,"All right, so I had wooden teeth, so what?",1,S01E01,1
ELAINE,So nothing! Nothing. (annoyed sigh),1,S01E01,1
JERRY,"Apparently Plato, who came up with the concept of the platonic relationship, was pretty excited about it. He named it after himself. He said, Yeah, I got this new thing Platonic. My idea, my name, callin it after myself. What I do is, I go out with the girls, I talk with them- dont do anything, and go right home. Whatd you think? I think its going to be big! I bet you there were other guys in history that tried to get relationships named after them, but it didnt work. Yknow, I bet you there were guys who tried to do it, just went, Uh, Hi, uh my names Rico. Would you like to go to bed immediately? Hey, its a Riconic relationship.",1,S01E01,1
JERRY,Hey!,1,S01E01,1
MORTY,"Ah, there he is!",1,S01E01,1
JERRY,"This is what I like, see? You come home and your parents are in your bed!",1,S01E01,1
HELEN,"Yknow, Jerry, we dont have to do this.",1,S01E01,1
JERRY,"What are you talkin about? Its fine, I love having you here.",1,S01E01,1
HELEN,Tomorrow well go to a hotel.,1,S01E01,1
JERRY,"Ma, will you stop?",1,S01E01,1
HELEN,"No, why should we take over your apartment?",1,S01E01,1
JERRY,I dont care. Im sleeping next door.,1,S01E01,1
HELEN,Your friend Kramer doesnt mind?,1,S01E01,1
JERRY,"No, hes making a bouillabaisse.",1,S01E01,1
JERRY,"So, dad, lemme ask you a question. How many people work at these big law offices?",1,S01E01,1
MORTY,Depends on the firm.,1,S01E01,1
JERRY,"Yeah, but if you called up and described someone, do you think they would know who it was?",1,S01E01,1
MORTY,Whats the matter? You need a lawyer?,1,S01E01,1
JERRY,"No, I met someone at this party, and I know where she works, but I dont know her name.",1,S01E01,1
MORTY,So why dont you ask someone who was at the party?,1,S01E01,1
JERRY,"Nah, the only one I could ask is Elaine, and I cant ask her.",1,S01E01,1
HELEN,Why not?,1,S01E01,1
JERRY,Because its complicated. Theres some tension there.,1,S01E01,1
HELEN,He used to go with her.,1,S01E01,1
HELEN,Which one is she?,1,S01E01,1
MORTY,From Maryland. The one who brought you the chocolate covered cherries you didnt like.,1,S01E01,1
HELEN,"Oh yeah, very alert. Warm person.",1,S01E01,1
JERRY,"Oh yeah, shes great.",1,S01E01,1
HELEN,"So, how come nothing materialized there?",1,S01E01,1
JERRY,"Well, its a tough thing to talk about uh. I dunno...",1,S01E01,1
HELEN,I know what it was.,1,S01E01,1
JERRY,You dont know what it was.,1,S01E01,1
HELEN,"So, what was it?",1,S01E01,1
JERRY,"Well, we fight a lot for some reason.",1,S01E01,1
HELEN & MORTY,"Oh, well...",1,S01E01,1
JERRY,And there was a little problem with the physical chemistry.,1,S01E01,1
HELEN,"Well, I think shes a very attractive girl.",1,S01E01,1
JERRY,"Oh, she is, she absolutely is.",1,S01E01,1
HELEN,I can see if there was a weight problem...,1,S01E01,1
JERRY,"No, its not that. It wasnt all one-sided.",1,S01E01,1
HELEN,"You know, you cant be so particular. Nobodys perfect.",1,S01E01,1
JERRY,"I know, I know...",1,S01E01,1
MORTY,"Yknow Jerry, its a good thing I wasnt so particular.",1,S01E01,1
HELEN,"(hits Morty) Idiot. (to Jerry) So whore you looking for, Sophia Loren?",1,S01E01,1
JERRY,Thats got nothin to do with it.,1,S01E01,1
MORTY,How about Loni Anderson?,1,S01E01,1
HELEN,Where do you get Loni Anderson?,1,S01E01,1
MORTY,"Why, whats wrong with Loni Anderson?",1,S01E01,1
HELEN,I like Elaine more than Loni Anderson.,1,S01E01,1
JERRY,"What are you two talking about? Look, Elaine just wasnt the one.",1,S01E01,1
HELEN,And this other ones the one?,1,S01E01,1
JERRY,"I dunno, maybe...",1,S01E01,1
MORTY,So ask Elaine there for her number.,1,S01E01,1
JERRY,"I cant. Shell get upset. I never talk about other women with her, especially this one tonight.",1,S01E01,1
HELEN,How could you still see her if your not interested?,1,S01E01,1
JERRY,Were friends.,1,S01E01,1
MORTY,Doesnt sound like youre friends to me. If you were friends you'd-youd ask her for the number. Do you know where this other one works?,1,S01E01,1
JERRY,Oh yeah.,1,S01E01,1
MORTY,"Well, go up to the office.",1,S01E01,1
HELEN,Up to her office?,1,S01E01,1
MORTY,"Go to the building. She goes out to lunch, doesnt she?",1,S01E01,1
JERRY,I guess.,1,S01E01,1
MORTY,"So, you stand in the lobby, by the elevator, and wait for her to come down for lunch.",1,S01E01,1
JERRY,You mean stakeout the lobby?,1,S01E01,1
HELEN,"Morty, thats ridiculous. Just ask Elaine for the number!",1,S01E01,1
MORTY,He doesnt want to ask Elaine for the number.,1,S01E01,1
HELEN,So youve got him standing by the elevator like a dope! What happens when he sees her?,1,S01E01,1
MORTY,He pretends he bumped into her!,1,S01E01,1
JERRY,Yknow what? This is not that bad an idea.,1,S01E01,1
GEORGE,What does she look like?,1,S01E01,1
JERRY,I dunno. Hard to say.,1,S01E01,1
GEORGE,What actress does she remind you of?,1,S01E01,1
JERRY,Loni Anderson.,1,S01E01,1
GEORGE,Loni Anderson?!,1,S01E01,1
JERRY,"What, theres something wrong with Loni Anderson? (pause) Hey listen, thanks again for running over here. I appreciate it.",1,S01E01,1
GEORGE,"Yeah, sure. I was showing a condo on 48th street. Besides, you think I wanna miss this? (chuckles)",1,S01E01,1
JERRY,Im a little nervous.,1,S01E01,1
GEORGE,"Yeah, me too...",1,S01E01,1
JERRY,"If I see her, what do I say that Im doing here in the building?",1,S01E01,1
GEORGE,You came to see me. I work in the building.,1,S01E01,1
JERRY,What do you do?,1,S01E01,1
GEORGE,Im an architect.,1,S01E01,1
JERRY,Youre an architect?,1,S01E01,1
GEORGE,Im not?,1,S01E01,1
JERRY,I dont see architecture comin from you.,1,S01E01,1
GEORGE,(somewhat annoyed) I suppose you could be an architect.,1,S01E01,1
JERRY,I never said that I was the architect. Just somethin else.,1,S01E01,1
GEORGE,"All right, shes not even gonna ask, if we see her, which is remote.",1,S01E01,1
JERRY,"Well whaddaya want me to say, that I just wandered in here?",1,S01E01,1
GEORGE,Were having lunch with a friend. He works in the building.,1,S01E01,1
JERRY,What is his name?,1,S01E01,1
GEORGE,Bert... Har... bin... son. Bert Har-bin-son.,1,S01E01,1
JERRY,Bert Harbinson? It sounds made up.,1,S01E01,1
GEORGE,"No good? All right, uh how about Art... Cor.....",1,S01E01,1
JERRY,Art Cor...,1,S01E01,1
GEORGE,...velay.,1,S01E01,1
JERRY,Corvelay?,1,S01E01,1
GEORGE,"Yeah, right.",1,S01E01,1
JERRY,"Well, what does he do?",1,S01E01,1
GEORGE,Hes an importer.,1,S01E01,1
JERRY,"Just imports, no exports?",1,S01E01,1
GEORGE,"(annoyed) Hes an importer/exporter, okay? (beat) Elaine ever call you back?",1,S01E01,1
JERRY,"No, I guess shes still mad.",1,S01E01,1
GEORGE,"I dont understand, you never talk to her about other women?",1,S01E01,1
JERRY,Never. (The elevator door opens.) Wait a second. Thats her. On the right.,1,S01E01,1
GEORGE,(anxious) I forgot who I am! Who am I?!,1,S01E01,1
JERRY,Youre you. Were having lunch with Art Corvelay.,1,S01E01,1
GEORGE,Vandelay!,1,S01E01,1
JERRY,Corvelay!,1,S01E01,1
GEORGE,Let me be the architect! I can do it!,1,S01E01,1
JERRY,"Hey, hey. uh Pamelas birthday party, didnt I see you there? Jerry.",1,S01E01,1
VANESSA,Sure! Hi!,1,S01E01,1
JERRY,"Uh, this is George. (reaches for her name) Im sorry...",1,S01E01,1
VANESSA,Vanessa.,1,S01E01,1
GEORGE,Nice to meet you.,1,S01E01,1
JERRY,"Ah, Sagman, Bennet, Robbins, Oppenheim and Taft.",1,S01E01,1
VANESSA,"Thats right! Yea, whatre you doing here?",1,S01E01,1
JERRY,"Oh, were meeting a friend of ours for lunch. He works here in the building.",1,S01E01,1
GEORGE,"Yeah, Art Vandelay.",1,S01E01,1
VANESSA,Really? Which company?,1,S01E01,1
JERRY & George,(turning to each other) I dont know. Hes an importer.,1,S01E01,1
VANESSA,Importer?,1,S01E01,1
GEORGE,...And exporter.,1,S01E01,1
JERRY,Hes an importer/exporter.,1,S01E01,1
GEORGE,"(clears his throat) Im, uh, Im an architect.",1,S01E01,1
VANESSA,Really. What do you design?,1,S01E01,1
GEORGE,"Uh, railroads, uh...",1,S01E01,1
VANESSA,I thought engineers do that.,1,S01E01,1
GEORGE,They can...,1,S01E01,1
JERRY,Yknow Im sorry you had to leave so early the other night.,1,S01E01,1
VANESSA,"Oh, me too. My cousin had to go back to Boston.",1,S01E01,1
JERRY,"Oh, that guy was your cousin! (walking in front of George so he gets the picture to leave)",1,S01E01,1
VANESSA,"Yeah, and that woman was your...",1,S01E01,1
JERRY,Friend!,1,S01E01,1
GEORGE,"Ill just, uh, get a paper...",1,S01E01,1
JERRY,"So, um, do you date uh immature men?",1,S01E01,1
VANESSA,Almost exclusively...,1,S01E01,1
HELEN,Bum bum bum bum... I have no letters... Bum bum bum bum...,1,S01E01,1
JERRY,"(annoyed) Ma, will you go already?",1,S01E01,1
HELEN,Bum bum bum bum...,1,S01E01,1
JERRY,What are you doing?!,1,S01E01,1
HELEN,"Wait, I just want to see something.",1,S01E01,1
JERRY,"You cant look in there, were playing!",1,S01E01,1
KRAMER,Hi.,1,S01E01,1
JERRY,Hi.,1,S01E01,1
MORTY,"(cleaning his shoes) Good evening, Mr. Kramer!",1,S01E01,1
KRAMER,Hey Morty! (to Jerry) Salad dressing?,1,S01E01,1
JERRY,Look.,1,S01E01,1
HELEN,Quo. Is that a word?,1,S01E01,1
JERRY,Maybe!,1,S01E01,1
HELEN,Will you challenge it?,1,S01E01,1
JERRY,"Ma, you cant look up words in the dictionary! (to Morty) Dad, shes cheating!",1,S01E01,1
KRAMER,Quo? Thats not a word.,1,S01E01,1
HELEN,(to Jerry) Youre such a stickler...,1,S01E01,1
JERRY,"Well put something down, youre taking twenty minutes on this. So is Uncle Mac and Artie, theyre all coming over here before the wedding?",1,S01E01,1
HELEN,"Theyll be here at two oclock. Oh, Elaine called. She said shed be here at two-thirty. And she says Hope your meeting went well with Art Vandelay?",1,S01E01,1
JERRY,She said what?,1,S01E01,1
HELEN,"Just what I said, here.",1,S01E01,1
JERRY,"She knows! Oh, I am such a jackass.",1,S01E01,1
HELEN,She knows what?,1,S01E01,1
JERRY,She knows the whole stupid thing. Vanessa and the elevator...,1,S01E01,1
HELEN,"No, no, no, that wont do. He may have a Z.",1,S01E01,1
MORTY,"So, how did she find out?",1,S01E01,1
JERRY,"Because, Vanessa probably told Pamela, and Pamela probably told Elaine.",1,S01E01,1
MORTY,"So, what are you? Afraid of her?",1,S01E01,1
JERRY,Yes. Yes I am! (to Helen) What else did she say on the phone?,1,S01E01,1
HELEN,Whatever I wrote down.,1,S01E01,1
JERRY,"Yeah, but what was the tone in her voice? How did she sound?",1,S01E01,1
HELEN,"Who am I, Rich Little?",1,S01E01,1
MORTY,"Well, she cant be too mad. Shes still coming to the wedding.",1,S01E01,1
JERRY,"Yeah, but now Im nervous.",1,S01E01,1
HELEN,"Oh, stop it.",1,S01E01,1
JERRY,Quone?,1,S01E01,1
HELEN,...30...31...,1,S01E01,1
JERRY,"Quone? No, Im afraid that Im going to have to challenge that.",1,S01E01,1
HELEN,...32...,1,S01E01,1
KRAMER,"No, you dont have to challenge that. Thats a word. Thats a definite word.",1,S01E01,1
JERRY,I am challenging.,1,S01E01,1
KRAMER,Quone. To quone something.,1,S01E01,1
JERRY,Uh-huh.,1,S01E01,1
HELEN,Im not playing with you anymore.,1,S01E01,1
MORTY,Quones not a word.,1,S01E01,1
JERRY,No good. Sorry. There it is. Get it off.,1,S01E01,1
HELEN,(to Kramer) Why did you make me put that down?,1,S01E01,1
KRAMER,"Nah, we need a medical dictionary! If a patient gets difficult, you quone him.",1,S01E01,1
CAROL,"You want some funny material, you oughta come down to where I work, now thats a sitcom!",1,S01E01,1
JERRY,You must have quite a time down there.,1,S01E01,1
CAROL,We got plenty of time.,1,S01E01,1
JERRY,"Oh, Im sorry. Im just waiting for someone.",1,S01E01,1
UNCLE MAC,Watch what you say to this guy. Hell put it in his next act!,1,S01E01,1
JERRY,"Yeah, yeah...",1,S01E01,1
UNCLE MAC,"Jerry, did I tell you that Im writing a book? An autobiography.",1,S01E01,1
JERRY,"Yeah, Uncle Mac, you mentioned it.",1,S01E01,1
UNCLE MAC,Its based on all my experiences!,1,S01E01,1
JERRY,Thats perfect.,1,S01E01,1
JERRY,Could you excuse me one second? Im sorry.,1,S01E01,1
JERRY,"How do you do? (introducing himself) Uh, Jerry Seinfeld.",1,S01E01,1
ELAINE,"Oh, how do you do? Elaine Benes.",1,S01E01,1
JERRY,"Um, do you want to do this now, or do you want to wait until we get in the car?",1,S01E01,1
ELAINE,"Oh no, lets do it now.",1,S01E01,1
JERRY,"All right, the whole elevator business, let me just explain-",1,S01E01,1
ELAINE,Okay.,1,S01E01,1
ARTIE,"Jerry, were you goin with us?",1,S01E01,1
JERRY,"No, Im gonna take my car.",1,S01E01,1
ARTIE,Thats why I brought the wagon. Why the hell did I bring the wagon?,1,S01E01,1
JERRY,"Anyway, you know why I didnt ask you, I mean I felt so uncomfortable, and you were so annoyed in the cab.",1,S01E01,1
ELAINE,"Well, Jerry, I never saw you flirt with anyone before. It was quite the spectacle.",1,S01E01,1
CAROL,"Jerry, well see you there. Bye, Elaine.",1,S01E01,1
ELAINE,"Oh, bye. Good to see you.",1,S01E01,1
ARTIE,"Oh, we didnt meet.",1,S01E01,1
JERRY,"Oh, Im sorry. Elaine, this is my cousin, Artie Levine.",1,S01E01,1
ARTIE,(correcting Jerry) Levine.,1,S01E01,1
JERRY,"(sarcastically) Yeah, Levine. And Im Jerry Cougar Mellencamp. Anyway, I admit it was a fairly ridiculous thing to do, but I mean, I mean, obviously we have a little problem here.",1,S01E01,1
ELAINE,"Yeah, obviously.",1,S01E01,1
JERRY,"I mean, if were gonna be friends, we gotta be able to talk about other people.",1,S01E01,1
ELAINE,Couldnt agree more.,1,S01E01,1
JERRY,Good.,1,S01E01,1
ELAINE,Good.,1,S01E01,1
JERRY,Good.,1,S01E01,1
ELAINE,Great!,1,S01E01,1
JERRY,Great? Where do you get great?,1,S01E01,1
ELAINE,Its great to... talk about... other people...,1,S01E01,1
JERRY,...Guys?,1,S01E01,1
ELAINE,Yeah.,1,S01E01,1
JERRY,"Uh-huh. Yeah. So, anybody specific?",1,S01E01,1
ELAINE,No. A general guy.,1,S01E01,1
JERRY,Oh really? Elaine Marie Benes...,1,S01E01,1
ELAINE,"What? No, its not a big deal.",1,S01E01,1
JERRY,"No, thats great! Thats terrific!",1,S01E01,1
ELAINE,"No, we just met...",1,S01E01,1
JERRY,Doesnt matter. Whats the young mans name? I would like to meet him.,1,S01E01,1
ELAINE,"Hmmm, I dont think so.",1,S01E01,1
JERRY,"Well, what does he do? Is he an artisan, a craftsman, a labourer of some sort?",1,S01E01,1
ELAINE,Wall street.,1,S01E01,1
JERRY,"Ah, high finance. Bulls, Bears, people from Conneticut.",1,S01E01,1
ELAINE,And he happens to be pretty good lookin.,1,S01E01,1
JERRY,"(pause) All right, sir.",1,S01E01,1
ELAINE,And... hes hilarious.,1,S01E01,1
JERRY,Now thats not fair! So where did you meet this guy?,1,S01E01,1
ELAINE,I staked out his health club.,1,S01E01,1
JERRY,"Uh huh. When youre on a stakeout, do you find its better to stand up against the wall, or kinda crouch down behind a big plant?",1,S01E01,1
JERRY,"Yknow I think that even if youve had a relationship with someone, or lets say, especially if youve had a relationship with someone and you try to become friends afterwards, its very difficult. Isnt this? Its hard. Because, you know each other so well, you know all of each others tricks. Its like two magicians, trying to entertain each other. The one goes, Look, a rabbit. The other goes, So? I believe this is your card. Look, why dont we just saw each other in half and call it a night, okay?",1,S01E01,1
